//=============================================================================================================================================================================================================================================================================================================================================================
// Item SEASON 6 + SEASON 15
//=============================================================================================================================================================================================================================================================================================================================================================
0
//============================================================================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//============================================================================================================================================================================================================================================================================================================================================================
115      *      0       1       1        1            0            0          "Xiên hạt gió"                       3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
116      *      0       1       1        1            0            0          "Xiên hạt sét"                       3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
117      *      0       1       1        1            0            0          "Xiên hạt đất"                       3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
118      *      0       1       1        1            0            0          "Xiên hạt lửa"                       4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
119      *      0       1       1        1            0            0          "Xiên hạt nước"                      4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
120      *      0       1       1        1            0            0          "Xiên hạt băng"                      4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
121      *      0       1       1        1            0            0          "Xiên hạt gió"                       4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
122      *      0       1       1        1            0            0          "Xiên hạt sét"                       4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
123      *      0       1       1        1            0            0          "Xiên hạt đất"                       4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
124      *      0       1       1        1            0            0          "Xiên hạt lửa"                       5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
125      *      0       1       1        1            0            0          "Xiên hạt nước"                      5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
126      *      0       1       1        1            0            0          "Xiên hạt băng"                      5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
127      *      0       1       1        1            0            0          "Xiên hạt gió"                       5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
128      *      0       1       1        1            0            0          "Xiên hạt sét"                       5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
129      *      0       1       1        1            0            0          "Xiên hạt đất"                       5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1

130      7      0       2       2        1            0            0          "Áo Choàng Của Vua nhỏ"  	           1       0         200          1          0           0             0              0               0          0       0       0       0       1       0       0
131      7      0       3       2        1            0            0          "Cánh Vũ Linh nhỏ"  		           1       10        200          1          0           0             0              0               0          0       0       0       0       0       1       0
132      7      0       3       2        1            0            0          "Cánh Tiên Nữ nhỏ"  		           1       10        200          1          0           0             0              0               0          0       0       1       0       0       0       0
133      7      0       3       2        1            0            0          "Cánh Thiên Đàng nhỏ"  	           1       10        200          1          0           0             0              0               0          1       0       0       1       0       0       0
134      7      0       3       2        1            0            0          "Cánh Quỷ nhỏ"  			              1       20        200          1          0           0             0              0               0          0       1       0       1       0       0       0
135      7      0       2       2        1            0            0          "Áo Choàng Chiến Binh nhỏ"              1       15        200          0          0           0             0              0               0          0       0       0       0       0       0       1

136      *      0       1       1        1            0            0          "Cụm Ngọc Sinh Mệnh"		       72      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
137      *      0       1       1        1            0            0          "Cụm Ngọc Sáng Tạo"		       78      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
138      *      0       1       1        1            0            0          "Cụm Đá Hộ Mệnh"			       0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
139      *      0       1       1        1            0            0          "Cụm Đá Nguyên Thủy"		       0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
140      *      0       1       1        1            0            0          "Cụm Đá Tạo Hóa"			       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
141      *      0       1       1        1            0            0          "Cụm Ngọc Hỗn Nguyên"		       12      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
142      *      0       1       1        1            0            0          "Cụm Đá Tinh Luyện Thấp"	       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
143      *      0       1       1        1            0            0          "Cụm Đá Tinh Luyện Cao"	       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1

//--Wings Level 2.5
150      7      0       2       3        1            1            0          "Áo Choàng Tử Thần(2.5)"            150     27        210          290        0           0             0              0               0          0       0       0       0       1       0       1
151      7      0       4       3        1            1            0          "Cánh Hỗn Nguyên(2.5)"              150     46        210          290        0           0             0              0               0          0       2       0       1       0       0       0
152      7      0       4       3        1            1            0          "Cánh Ma Thuật(2.5)"                150     37        210          290        0           0             0              0               0          2       0       0       1       0       2       0
153      7      0       4       3        1            1            0          "Cánh Hỏa Thần(2.5)"                150     37        210          290        0           0             0              0               0          0       0       2       0       0       0       0

//=====================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//=====================================================================================================================================================================================================================================================================================

//--Wings Level 4
154      7      0       4       3        1            1            0          "(DW)Cánh Thần Ma(4)"     	      150      250      220          215        0           0             0              0               0          3       0       0       0       0       0       0
155      7      0       4       3        1            1            0          "(DK)Cánh Thần Ma(4)"       	   150     250      220          215        0           0             0              0               0          0       3       0       0       0       0       0
156      7      0       4       3        1            1            0          "(EF)Cánh Thần Ma(4)"             150     250      220          215        0           0             0              0               0          0       0       3       0       0       0       0
157      7      0       4       3        1            1            0          "(MG)Cánh Thần Ma(4)"             150     250      220          215        0           0             0              0               0          0       0       0       3       0       0       0
158      7      0       4       3        1            1            0          "(DL)Áo Choàng Thần Ma(4)"       	   150     250      220          215        0           0             0              0               0          0       0       0       0       3       0       0
159      7      0       4       3        1            1            0          "(SM)Cánh Thần Ma(4)"         	   150     250      220          215        0           0             0              0               0          0       0       0       0       0       3       0
160      7      0       4       3        1            1            0          "(RF)Áo Choàng Thần Ma(4)"      	   150     250      220          215        0           0             0              0               0          0       0       0       0       0       0       3

//=====================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//=====================================================================================================================================================================================================================================================================================
//--Wings Level 8
161      7      0       4       3        1            1            0          "[Chúc Phúc]Cánh Ác Quỷ"                 150     200       220          350        0           0             0              0               0          1       1       1       1       1       1       1
162      7      0       4       3        1            1            0          "[Chúc Phúc]Cánh Thiên Thần"           150     160       220          350        0           0             0              0               0          1       1       1       1       1       1       1
163      7      0       4       3        1            1            0          "[Chúc Phúc]Cánh Thức Tỉnh"                     150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1

//=====================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   Durability   ReqLevel   ReqEnergy   ReqStrength   ReqDexterity   ReqLeadership   BuyMoney   DW      DK      FE      MG      DL      SU      RF
//=====================================================================================================================================================================================================================================================================================
164      7      0       4       3        1            1            0          "Cánh Thiên Đàn"                     150     240       220          350        0           0             0              0               0          0       0       2       0       0       2       0
165      7      0       4       3        1            1            0          "Cánh Mộng Ảo"			           150     240       220          350        0           0             0              0               0          0       0       2       0       0       2       0
166      7      0       4       3        1            1            0          "Cánh Hoàng Bái"		               150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
167      7      0       4       3        1            1            0          "Cánh Hoàng Vương"	               150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
168      7      0       4       3        1            1            0          "Cánh Tử Hổ"		                   150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
169      7      0       4       3        1            1            0          "Cánh Hoàng Hổ"		               150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
170      7      0       4       3        1            1            0          "Cánh Vệ Ưng"		                   150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
171      7      0       4       3        1            1            0          "Cánh Phi Hổ"		                   150     240       220          350        0           0             0              0               0          1       1       1       1       1       1       1
172      7      0       4       3        1            1            0          "Cánh Hắc Hổ"		                   150     240       220          350        0           0             0              0               0          0       0       2       0       0       2       0

end

13
//====================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   Type   DW      DK      FE      MG      DL      SU      RF
//====================================================================================================================================================================================================================================================================================================
0        8      0       1       1        1            0            1          "Thần hộ mệnh"  	              23      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
1        8      0       1       1        1            0            1          "Tiểu quỷ"  		              28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
2        8      0       1       1        1            0            1          "Kỳ lân"  			          25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
3        8      49      1       1        1            0            0          "Quái điểu"  		              110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
4        8      62      1       1        1            0            0          "Chiến mã"  		              218     255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
5        1      0       1       1        1            0            0          "Quạ tinh"  		              0       255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
7        *      0       1       1        1            0            0          "Cuộn giấy của Quỷ"             0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
8        10     0       1       1        1            1            1          "Nhẫn băng"  		              20      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
9        10     0       1       1        1            1            1          "Nhẫn độc"  		              17      50           0             1             0             0             0             0             0             0      1       1       1       1       1       1       1
10       10     0       1       1        1            0            0          "Nhẫn biến hình"  	          0       200          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
11       *      0       1       1        1            0            0          "Thư triệu tập"  	              0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
12       9      0       1       1        1            1            1          "Dây chuyền sét"  	          21      50           0             0             1             0             0             0             0             0      1       1       1       1       1       1       1
13       9      0       1       1        1            1            1          "Dây chuyền lửa"  	          13      50           0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
14       *      0       1       2        1            0            0          "Lông vũ"  			          78      0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
15       *      0       1       1        1            0            0          "Bình nước phép"  	          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
16       *      0       1       2        1            0            0          "Thánh chỉ"  		              0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
17       *      0       1       2        1            0            0          "Nanh máu"  		              0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
18       *      0       2       2        1            0            0          "Áo tàng hình"  	              0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
19       *      0       1       2        1            0            0          "Gậy của thiên sứ"              0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
20       10     0       1       1        1            0            0          "Nhẫn phù thủy"  	              0       30           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
21       10     0       1       1        1            1            1          "Nhẫn lửa"  		              30      50           0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
22       10     0       1       1        1            1            1          "Nhẫn đất"  		              38      50           0             0             0             0             1             0             0             0      1       1       1       1       1       1       1
23       10     0       1       1        1            1            1          "Nhẫn gió"  		              44      50           0             0             0             0             0             1             0             0      1       1       1       1       1       1       1
24       10     0       1       1        1            1            1          "Nhẫn phép thuật"  	          47      50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
25       9      0       1       1        1            1            1          "Dây chuyền băng"  	          34      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
26       9      0       1       1        1            1            1          "Dây chuyền gió"  	          42      50           0             0             0             0             0             1             0             0      1       1       1       1       1       1       1
27       9      0       1       1        1            1            1          "Dây chuyền nước"  	          46      50           0             0             0             0             0             0             1             0      1       1       1       1       1       1       1
28       9      0       1       1        1            1            1          "Dây chuyền kỹ năng"            50      50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
29       *      0       2       2        1            0            0          "Giáp Hỗn Nguyên"  	          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
30       7      0       2       3        1            0            0          "Áo choàng của Vua"  	          180     200          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
31       *      0       1       1        1            0            0          "Linh hồn thú nuôi"             0       0            0             0             0             0             0             0             0             0      0       0       0       0       1       0       0

32       *      0       1       1        1            0            0          "Mảnh vỡ áo giáp"  	      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Bảo hộ nữ thần"  	      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Nanh sói"  			      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
35       *      0       1       1        1            0            0          "Mảnh sừng"  			      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
36       *      0       2       2        1            0            0          "Sừng gãy"  			      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
37       8      0       2       2        1            0            0          "Linh hồn sói tinh"  	      300     255          0             0             0             0             0             0             0             0      2       2       2       1       1       2       1
38       10     0       1       1        1            0            0          "Nhẫn Moonstone"  	      21      120          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
39       10     0       1       1        1            0            0          "Nhẫn quỷ xương"  	      10      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
40       10     0       1       1        1            0            0          "Nhẫn Jack O' Lantern"      10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
41       10     0       1       1        1            0            0          "Nhẫn Giáng Sinh"  	      1       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
42       10     0       1       1        1            0            0          "Nhẫn GM"  			      0       255          255           255           255           255           255           255           255           0      1       1       1       1       1       1       1
43       10     0       1       1        1            0            0          "Bùa tăng EXP"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
44       10     0       1       1        1            0            0          "Bùa thiên sứ"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
45       10     0       1       1        1            0            0          "Không tăng EXP"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
46       *      0       1       1        1            0            0          "Vé Quảng Trường Quỷ"       0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
47       *      0       1       1        1            0            0          "Vé Huyết Lâu"  		      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
48       *      0       1       1        1            0            0          "Vé Kalima"  			      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
49       *      0       1       1        1            0            0          "Cuộn giấy phép"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
50       *      0       1       2        1            0            0          "Nước thánh"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
51       *      0       2       2        1            0            0          "Bạch Long họa đồ"  	      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
52       *      0       1       2        1            0            0          "Linh hồn Condor"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
53       *      0       1       2        1            0            0          "Lông vũ Condor"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
54       *      0       1       1        1            0            0          "Reset Sức mạnh"  	      0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
55       *      0       1       1        1            0            0          "Reset Nhanh nhẹn"  	      0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
56       *      0       1       1        1            0            0          "Reset Thể lực"  		      0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
57       *      0       1       1        1            0            0          "Reset Năng lượng"  	      0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
58       *      0       1       1        1            0            0          "Reset Mệnh lệnh"  	      0       20           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
59       *      0       1       1        1            0            0          "Vé dịch chuyển"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
60       *      0       1       2        1            0            0          "Bùa xám hối"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Vé Bạch Long Điện"  	      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Bùa hộ thân"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Bùa may mắn"  		      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
64       8      0       1       1        1            0            0          "Đại Quỷ"			          28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
65       8      0       1       1        1            0            0          "Nữ Thần Bảo Hộ"		      28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
66       *      0       1       1        1            0            0          "Thiệp mới của Santa"       0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
67       8      0       1       1        1            0            0          "Tuần Lộc"  			      1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
68       10     0       1       1        1            0            0          "Nhẫn hóa người Tuyết"      10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
69       *      0       1       1        1            0            0          "Quả cầu hồi sinh"  	      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
70       *      0       1       1        1            0            0          "La bàn định vị"  	      0       2            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
71       8      0       2       3        1            0            0          "Kiếm / Chùy / Giáo"        0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
72       8      0       2       3        1            0            0          "Gậy"  				      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
73       8      0       2       3        1            0            0          "Cung tên / Nỏ"  		      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
74       8      0       2       3        1            0            0          "Quyền trượng"  		      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
75       8      0       2       3        1            0            0          "Khuyển"  			      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
76       10     0       1       1        1            0            0          "Nhẫn biến Gấu Trúc"        1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1

80       8      0       1       1        1            0            0          "Gấu Trúc"                         1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
81       *      0       1       1        1            0            0          "Bùa bảo hộ"  	       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
82       *      0       1       1        1            0            0          "Bùa bảo hộ item"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1

//83       *      0       1       1        1            0            0          "Bùa cánh Quỷ"  		     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//84       *      0       1       1        1            0            0          "Bùa cánh Thiên đàng"     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//85       *      0       1       1        1            0            0          "Bùa cánh Tiên nữ"  	     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//86       *      0       1       1        1            0            0          "Bùa cánh Vũ linh"  	     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//87       *      0       1       1        1            0            0          "Bùa áo choàng của vua"    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//88       *      0       1       1        1            0            0          "Bùa cánh Rồng"  		     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//89       *      0       1       1        1            0            0          "Bùa cánh Linh hồn"  	     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//90       *      0       1       1        1            0            0          "Bùa cánh Tinh thần"  	   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//91       *      0       1       1        1            0            0          "Bùa cánh Đại bàng"  	     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//92       *      0       1       1        1            0            0          "Bùa cánh Bóng đêm"  	     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1

93       *      0       1       1        1            0            0          "Bùa tăng EXP Master"     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
94       *      0       1       1        1            0            0          "Bùa thiên sứ - Master"    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1

//95       *      0       1       1        1            0            0        "Chiến binh danh dự"  	     0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//96       *      0       1       1        1            0            0        "Sức mạnh Tensile"  	       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//97       9      0       1       1        1            1            0          "Jasper Necklace"                    100     200          0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
//98       9      0       1       1        1            1            0          "Lapis Lazuli Necklace"              100     200          0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
//99       9      0       1       1        1            1            0          "Battle Jasper Necklace"             100     255          0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
